id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
46080,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Blue Sports Shoes
4522,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Puma Men's Faas Grey Shoes
45605,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes
53760,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue and White T-shirt
32757,Men,Footwear,Shoes,Casual Shoes,Multi,Fall,2012.0,Casual,Fila Men Glam II Multi Coloured Shoes
10407,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,United Colors of Benetton Men Solid Grey Shirts
33685,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Cobblerz Men Black Formal Shoes
42044,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Nike Men Wardour Chukka White Casual Shoes
9659,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts
16394,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Levis Men Check Blue  Shirts
17246,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Polo Tshirt
23073,Men,Apparel,Bottomwear,Trousers,Grey,Winter,2014.0,Formal,Arrow Men Grey Trousers
6611,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Spykar Men Stripes Navy Blue Shirt
5094,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Wrangler Men's Reverse Print Brown T-shirt
24256,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Numero Uno Men Green Casual Shoes
10063,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men spine tee Yellow Tshirts
38609,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Printed Blue T-shirt
24858,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Formal,Mark Taylor Men White Striped Shirt
4374,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Batman Men's Batman Big Face Black T-shirt
42276,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Vans Men Navy Blue Michoacan Shoes
3151,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010.0,Sports,Nike Men's Lunarswift Blue Shoe
12506,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
19328,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011.0,Casual,Myntra Men Maroon Sweatshirt
46410,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,ADIDAS Men Purple Printed T-shirt
16360,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Peter England Men Stripes Purple Shirt
11979,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Fila Men Glam Black Casual Shoes
10097,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Reebok Men Reeflex Run White Sports Shoes
11145,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Purple Shirts
4380,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Superman Men's Dont Art Me Dark Red T-shirt
24090,Men,Apparel,Topwear,Sweatshirts,Red,Fall,2011.0,Casual,Manchester United Men Red Sweatshirt
11377,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,United Colors of Benetton Men Summer Pink Shirts
13420,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Solid Purple  polo T-shirts
43350,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Reebok Men Black Fuel Extreme Sports Shoes
22367,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Ed Hardy Men Vintage  Brick Red T-Shirt
16152,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Enroute Men Leather Brown Formal Shoes
7505,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's As Go Dunk T-Shirts
34202,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2013.0,Casual,Proline Men Black Track Pants
50747,Men,Footwear,Shoes,Casual Shoes,Mushroom Brown,Winter,2018.0,Casual,Red Chief Men Mushroom Brown Shoes
36131,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012.0,Casual,Nike Men Dunk High Maroon Shoes
39945,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2013.0,Casual,GAS Men Brown Namib Shoes
20868,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,Fila Men Stradd White Casual Shoes
12196,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Basics Men White Polo T-shirt
13878,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts
22703,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Nike Men Capri II Mid Grey Casual Shoes
2621,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Men's Bleed blue India Colors T-shirt
43506,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,French Connection Men Blue T-shirt
7353,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Tantra Men's Moustaches Grey T-shirt
16704,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Fila Men High Density Navy Blue Tshirt
36303,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Angry Birds Men Black Stop The Madness T-shirt
5404,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Kalenji Kiprun 1000 Whi/ Blue 2011
14053,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Men Check  Blue Shirts
53794,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red Ferrari T-shirt
11521,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue T-shirt
58720,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White T-shirt
42088,Men,Footwear,Shoes,Sports Shoes,Brown,Summer,2012.0,Sports,ADIDAS Men Brown Zapotec Shoes
19310,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Lunarglide+ 3 White Sports Shoe
9695,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Classic Polo Men Vulcan White Polo Tshirts
16358,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Peter England Men Stripes White Shirt
13418,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Solid White Shirts
18494,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Daemon White Sports Shoes
7965,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Sports,Puma Men's Ess Polo Green T-shirt
59296,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,U.S. Polo Assn. Men White & Green Shirt
15985,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Turtle Check Men Green Shirt
2619,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Nike Mens White Bleed Blue T-shirt
9037,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2011.0,Formal,Buckaroo Men Medina Black Formal Shoes
13088,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,ADIDAS Men NBA Bold Red T-shirts
12966,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,ADIDAS Men Snova Glide Grey Sports Shoes
39989,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Gas Men Skate Blue Shoes
37813,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,John Players Men Check Black Shirt
1854,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Inkfruit Mens Pencho T-shirt
39387,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Blue Jeans
15971,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Turtle Check Men Green Shirt
9205,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men SL Tech Lo NM Basic Black Casual Shoes
12368,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Reid & Taylor Men Stripes Blue Shirts
30804,Men,Apparel,Topwear,Shirts,Rust,Summer,2012.0,Ethnic,Fabindia Men Rust Shirt
10867,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Navy Blue Tough Service Navy T-shirt
15529,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Jersey Polo Black Tshirts
5890,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Puma Men's Graphics Story Green T-shirt
4942,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Gini and Jony Boys Kane Red & White Kidswear
49494,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Vans Men Navy Blue Shoes
26539,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,ID Men White & Black Shoes
18236,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Manchester United Men Solid White Tshirt
9661,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts
23877,Men,Footwear,Shoes,Sports Shoes,White,Summer,2013.0,Sports,Fila Men Cavier White Sports Shoes
29571,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Vans Men Classic Slip-On Navy Blue Shoes
22199,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Timberland Men Black Casual Shoes
54925,Men,Apparel,Bottomwear,Shorts,Cream,Summer,2012.0,Casual,Do U Speak Green Men Cream Shorts
6629,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's Galvin White Silver Black Shoe
9453,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men White checks Blue Shirts
18004,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Puma Men Speed Grapic tee Blue Tshirt
43501,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,French Connection Men Grey Melange T-shirt
6286,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,UCB Men's Super Star Print Purple T-shirt
22536,Men,Footwear,Shoes,Casual Shoes,Green,Spring,2013.0,Casual,Gas Men Skate Green Casual Shoes
36304,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Angry Birds Men Green Stop Madness T-shirt
14054,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Flying Machine Men Check Red Shirts
53793,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Ferrari T-shirt
20261,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Tee White T-shirt
39942,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013.0,Casual,Gas Men Navy Blue Shoes
12191,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Basics Men Brown Slim Fit Shirt
7166,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Scul Red White Shirt
8912,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Cabana Racer Sketch White Sports Shoes
22704,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Capri II Mid White Casual Shoes
4387,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Batman Men's Affliction Grey Violet T-shirt
43357,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Reebok Men Black Ultimate Vibe Sports Shoes
9498,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,John Miller Men Pink white black check Pink Shirts
13427,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Printed Red Tshirts
16155,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Enroute Men Leather Brown Formal Shoes
29788,Men,Apparel,Topwear,Tshirts,White,Summer,2013.0,Casual,Basics Men Pack of 3 T-shirts
22360,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,John Players Men Check Blue Shirt
50740,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Chief Men Black Formal Shoes
34205,Men,Apparel,Bottomwear,Track Pants,Grey Melange,Fall,2013.0,Sports,Proline Men Grey Melange Track Pants
31545,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Classic Polo Men Striped Purple T-shirt
8778,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Black Striped Shirt
2242,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,ADIDAS Men Crew Neck Blue T-shirt
16367,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Check Blue Shirt
15724,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Men Free Run+ 2 Shield Grey Sports Shoes
4373,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Aerosmith Men's Attic Black T-shirt
10256,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Locomotive Men Stripes Green Shirts
11384,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men White & Red Check Shirt
12501,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Short Green T-shirt
30651,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Men Black Track Pants
23246,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Arrow Men Formal Black Shoe
3364,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's Brain Blue T-shirt
42043,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Black Shoes
23848,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men White Razor Sports Shoes
16393,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Levis Men Check Black Shirts
6616,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Spykar Men Linen Pink Shirt
17241,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Raspberry Wine Polo Tshirt
53303,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Locomotive Men Red T-shirt
10858,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Furious Rides White T-Shirts
5093,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Wrangler Men's Champion Burnt Out Striper Black T-shirt
4141,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Fila Men's Breath White Red Shoe
10064,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men puma shield tee Yellow Tshirts
24251,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Numero Uno Men Black Casual Shoes
13285,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Gini and Jony Kids Boys Solid Black Shorts
54542,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,F Sports Men White Hurricane Sports Shoes
12357,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Reid & Taylor Men Check Blue Shirts
26162,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Black Trousers
6272,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Contrast Rib Grey T-shirt
17625,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Track Pant
45602,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Arrow Men Brown Formal Shoes
4525,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Men's YugoRun White Red Shoe
15172,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Arrow Sport Men Striped Brown T-shirt
53767,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White and Blue T-shirt
20295,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Flying Machine Men Printed Blue Tshirt
21175,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Lowell White Sports Shoe
10632,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Carlton London Men Brown Shoes
6040,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Applique Grey T-shirt
12959,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Sports Black Sports Shoes
34635,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lotto Men XD III Black Shoes
23682,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Red Tape Men Black Casual Shoes
9894,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Indian Terrain Men Sid Black Trousers
8946,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Indigo Nation Men ID Printed Beige Trousers
46215,Men,Footwear,Shoes,Sports Shoes,Orange,Summer,2012.0,Sports,ADIDAS Men Orange Sports Shoes
30295,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Planet Off White T-shirt
3592,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Converse Men's All Star Canvas Ox Navy Blue Shoe
25575,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Surveillance White Shoes
11740,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Men Stripes Grey T-shirt
10692,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy Casual Red Tshirts
20007,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men White Printed T-shirt
5457,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011.0,Sports,Nike Men's Perfect Navy Blue Track Pant
44770,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Globalite Men Black Skid Shoes
14000,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,Nike Men Printed Blue Jackets
7300,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Free Authority Men's Abstract Mix Red T-shirt
31949,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Zoom Vomero White Sports Shoes
13225,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Blue Sweatshirts
33246,Men,Apparel,Topwear,Shirts,Lavender,Spring,2013.0,Formal,Arrow Men Lavender Unstainable Slim Fit Shirt
41666,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Mark Taylor Men Brown Striped Shirt
11116,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Indigo Nation Men Solid Grey Shirts
7764,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Inkfruit Men's Night Rider Black Yellow Orange T-shirt
16333,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Peter England Men Stripes Black Shirt
22334,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,John Players Men Stripes Red Polo T-Shirt
19975,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Red Polo TShirt
7556,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Aqua Polo T-shirt
34251,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2013.0,Sports,Proline Navy Shorts
6484,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Black Strip T-shirt
19149,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Solid White Polo Tshirt
26794,Men,Apparel,Topwear,Shirts,Grey,Summer,2013.0,Formal,Arrow Men Grey Shirt
27646,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Che Guevara Men Printed Black T-shirt
2024,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Casual,ADIDAS Mens Fitted Red T-shirt
33074,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,U.S.Polo Assn. Men Green Polo T-shirt
57531,Men,Footwear,Shoes,Casual Shoes,Mushroom Brown,Fall,2012.0,Casual,Provogue Men Mushroom Brown Casual Shoes
11324,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Smart Casual,United Colors of Benetton Men Black and Brown Checked Trousers
41454,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Lee Cooper Men White Shoes
14656,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Probase Men Funky Print White Tshirts
33848,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Puma Men Drift Cat Brown Shoes
5201,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Superman Men's Anger Moon Blue T-shirt
39788,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Peter England Men Maroon Purple Shirt
14490,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Flying Machine Men Casual Grey Casual Shoes
7790,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,Proline Men Olive Green Polo T-shirt
51400,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Formal,Myntra Men Yellow Shirt
6642,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Max Lte White Blue Shoe
26552,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ID Men Black Shoes
3330,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,RCB Mens Fangear Polo Jersey
42017,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men White Phaedra Sports Shoes
19981,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White TShirt
6470,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Numero Uno Men's Beige Brown Casual Shoe
3102,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Probase Men's Boarding Grey T-shirt
13487,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Spykar Men Stripes Blue Shirts
30605,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Casual,Nike Men Classic Jersey Grey Track Pants
33080,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Printed Cream T-Shirt
24037,Men,Apparel,Topwear,Tshirts,Beige,Fall,2011.0,Casual,Locomotive Men Printed Beige T-shirt
6014,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Highlander Men Black & White Checked Slim Fit Shirt
9860,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Status Quo Men Green Polo Tshirts
35713,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2012.0,Sports,Nike Men Jordan Fly Wade Red Sports Shoes
30261,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Formal Shoes
3566,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's White Silver Running Shoe
24453,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Nike Men Free Run Blue Sports Shoes
21121,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,s.Oliver Men Check Navy Blue Shirt
15314,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Ranger White Sports Shoes
5691,Men,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Skechers Men's Regions Off White Shoe
10454,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Men Gloden Haze Yellow Tshirts
44784,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Casual,Lotto Men White Torcida Shoes
6226,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Lee Men's Medal Pink Granite T-shirt
22596,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men Red T-shirt
18639,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Puma Men V.11 Cat Midnight Navy Tshirts
54516,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,F Sports Men White Velocity Sports Shoes
12303,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Genesis Men Check Red Shirts
26136,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Black Trousers
31181,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Printed Blue T-shirt
3754,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Status Quo Men's Music Revolution Blue T-shirt
44925,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Jack & Jones Men Brown Jeans
32199,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Men Printed Beige Kurta
14669,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Striped Shirt
7569,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's As Miler UV SS Blue T-shirt
2827,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2015.0,Formal,Lee Cooper Men's Formal Simpleton Black Shoe
28631,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012.0,Sports,Nike Men Pintuck Navy Blue Track Pants
16902,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Status Quo Men Stripes White Tshirt
19176,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Check Black Shirt
22139,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Provogue Men Black Formal Shoes
26599,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Puma Men Faas 300 Blue Sports Shoes
22905,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2011.0,Formal,Mark Taylor Men Black Striped Trousers
2229,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Men Sunset White Polo T-shirt
34860,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Era Black Shoes
5830,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Puma Men Edition White T-shirt
11129,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Sports,Urban Yoga Men Solid Blue Track Pants
30098,Men,Apparel,Bottomwear,Jeans,Black,Winter,2016.0,Casual,Flying Machine Men Washed Black Jeans
